id,sentence,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
963,"Une motocyclette, plus couramment désignée par son abréviation moto, est un véhicule motorisé, sans carrosserie, à deux roues le plus souvent monotraces, pouvant être équipé d'un side-car.",39.76,9,16.08,4070.0511538461537,620.32,32236.5,0.09,12.997499999999999,5158.965,4156.748846153846,1013.615,19209.05,0.95,11.91,5014.53,3080.683076923077,186.37,19417.69,0.04,2.3449999999999998,3485.0924999999997,5.3076923076923075,4.0,12.0,1.0,3.0,7.75,1.8846153846153846,1.0,4.0,1.0,1.0,3.0
964,"Ton direct et souvent bougon pour Joe Manchin, 73 ans, et discrétion médiatique contrastant avec les perruques et tenues colorées de Kyrsten Sinema, 44 ans, première candidate au Sénat ouvertement bisexuelle en 2018.",48.39,6,14.75,3728.2411538461533,256.26,25220.86,0.17,3.0225,5201.6975,5509.758846153848,298.71500000000003,38928.92,0.14,8.817499999999999,5979.305,3707.8073076923074,166.44,25220.86,0.02,1.6875,5201.6975,5.6923076923076925,5.5,11.0,2.0,3.0,8.75,1.8846153846153846,2.0,4.0,1.0,1.0,2.75
965,"A cet égard, il existe de nombreux avantages techniques pour les enfants bretons à apprendre le breton",86.71,0,11.42,5909.41705882353,499.91,25220.86,0.71,24.63,12190.4,7517.13,497.5,38928.92,9.86,60.27,14662.3,5154.138235294117,448.33,25220.86,0.01,7.68,8720.38,5.0,5.0,10.0,1.0,2.0,7.0,1.588235294117647,2.0,3.0,1.0,1.0,2.0
966,"Mon mari et moi avons deux enfants, une fille de sept ans et un garçon de trois ans.",100.41,0,3.36,7090.060555555556,2342.345,25220.86,66.07,762.0825,12703.715,9172.91388888889,1717.74,38928.92,75.61,666.7075,13363.2125,6026.844444444444,863.5899999999999,25220.86,66.07,397.6825,11042.677500000002,3.611111111111111,3.0,7.0,2.0,2.25,4.75,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
967,Je fus accueilli dans cette cour avec la curiosité qu'inspire naturellement tout étranger qui vient rompre le cercle de la monotonie et de l'étiquette.,64.88,4,13.23,6705.049583333333,2333.045,25983.2,0.87,39.0225,13095.0,8662.0925,1979.935,38928.92,1.55,54.644999999999996,12724.815,6257.606250000001,705.44,25983.2,0.87,20.23,13095.0,4.541666666666667,4.0,13.0,1.0,2.0,6.0,1.625,1.0,5.0,1.0,1.0,1.25
968,J'ai décidé de peindre les murs en jaune et d'y installer mon piano,98.13,1,5.5,6305.222307692307,88.93,25220.86,21.09,54.68,8720.38,9626.746153846152,317.77,38928.92,2.91,80.27,14662.3,6294.720769230769,64.31,25220.86,12.75,22.76,8720.38,3.5384615384615383,3.0,9.0,1.0,2.0,5.0,1.2307692307692308,1.0,3.0,1.0,1.0,1.0
969,Je te présente Sophie dont je t'ai souvent parlé laquelle expose ses oeuvre à la Ventooz'Art.,80.36,1,9.63,5768.53,223.41,25983.2,1.23,55.45,8098.25,4749.162666666667,774.32,23633.92,0.0,113.685,6984.09,5644.672666666666,219.21,25983.2,1.23,48.415000000000006,8098.25,4.2,4.0,8.0,1.0,2.0,6.0,1.4,1.0,2.0,1.0,1.0,2.0
970,"Et vous avez la marionnette à fils, où le manipulateur est au-dessus et la marionnette a des fils reliés à l'animateur.",60.57,5,8.94,8628.831818181816,9123.055,32236.5,1.47,203.43,13636.995,9479.81,7973.715,23633.92,0.54,105.0875,18984.525,6669.257727272727,4896.73,19417.69,0.81,203.43,12909.08,3.909090909090909,2.5,12.0,1.0,2.0,4.0,1.5,1.0,5.0,1.0,1.0,1.75
971,"Par ressource, dans la perspective de ce travail, j'entends ainsi le processus relationnel et variable, entre un objet et des usagers, lesquels en retirent des biens et services variés.",59.81,3,13.53,4674.557241379312,372.72,25220.86,0.07,10.86,6055.71,7039.855862068964,469.46,38928.92,0.0,36.76,10624.93,4661.534827586207,367.43,25220.86,0.05,10.0,6055.71,4.9655172413793105,5.0,11.0,1.0,2.0,8.0,1.6206896551724137,1.0,4.0,1.0,1.0,2.0
972,Ce n'est pas la première fois qu'une catastrophe écologique se produit dans la région,82.39,2,11.13,4441.197857142857,638.115,18188.15,1.79,23.5925,5078.9725,5420.2757142857145,906.2850000000001,23633.92,0.88,35.932500000000005,7869.0025000000005,4425.9400000000005,548.295,18188.15,1.59,20.6375,5078.9725,4.571428571428571,3.5,11.0,1.0,2.0,6.75,1.5714285714285714,1.0,4.0,1.0,1.0,2.0
973,Est-ce qu'il y a du pain?,127.31,0,-4.43,9263.674285714285,4394.7,32236.5,22.07,2207.065,11889.16,5845.820000000001,3086.76,15085.47,1.55,1531.995,9841.485,5687.69,4394.7,19417.69,22.07,2204.6800000000003,5785.005,2.142857142857143,2.0,4.0,1.0,1.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0
974,"Il parut inquiet, il ne comprenait pas le mot quibus.",86.45,1,5.6,8190.476,7058.22,22287.83,0.0,161.4925,13545.3025,7427.5599999999995,4704.969999999999,18310.95,0.2,474.52750000000003,15334.54,7184.2699999999995,6698.88,18188.15,0.0,7.9925,13323.505000000001,4.2,3.0,10.0,2.0,2.0,5.75,1.5,1.0,3.0,1.0,1.0,2.0
975,C'est une question de point de vue.,118.94,0,2.44,8440.394285714287,411.82,25220.86,8.21,156.57999999999998,16564.355,12606.708571428573,328.45,38928.92,4.73,233.98499999999999,24258.445,8417.504285714285,293.63,25220.86,8.21,135.56,16564.355,3.4285714285714284,3.0,8.0,1.0,2.0,4.0,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
976,"Après quelques années, des confiseries, des décorations de vitrines, des paquets de gâteaux à l'effigie de citrouille et de sorcière vont rendre l'événement plus visible dans l'Hexagone",54.48,4,15.9,6112.467407407407,508.81,25220.86,1.56,54.64,8024.24,9128.566296296296,732.57,38928.92,1.69,22.634999999999998,10624.93,5730.218148148148,281.35,25220.86,0.66,23.345000000000002,6055.71,4.777777777777778,4.0,11.0,1.0,2.0,7.0,1.5185185185185186,1.0,4.0,1.0,1.0,2.0
977,Elle me demande ce que j'aimerais qu'il fasse plus tard.,101.17,1,6.76,3299.243,4081.6749999999997,8813.48,22.07,490.22749999999996,4827.2125,2920.7039999999997,3137.265,6991.49,1.55,504.31,4826.9775,2288.233,1840.63,5219.1,22.07,142.70749999999998,4406.01,3.4,3.5,7.0,1.0,2.0,4.0,1.1,1.0,2.0,1.0,1.0,1.0
978,"Enfin, après quatorze années d'attente, il eut cette joie inexprimable de voir les troupes autrichiennes rentrer dans Milan.",70.97,2,15.6,4071.999999999999,424.38,25220.86,0.14,36.8675,4523.8,5059.842222222222,407.905,38928.92,0.34,42.92,5420.3075,3139.147222222222,176.485,25220.86,0.03,14.265,1776.9775,5.333333333333333,5.0,13.0,1.0,3.25,6.75,1.6111111111111112,1.0,4.0,1.0,1.0,2.0
979,Les langues vivantes en France sont enseignées comme des langues mortes,100.16,1,13.73,5541.281000000001,1225.5249999999999,32236.5,31.98,74.155,5964.2025,5301.5599999999995,1777.8000000000002,15085.47,23.04,116.45500000000001,10151.84,2426.913,729.6,8720.38,0.22,5.8275,4848.780000000001,5.5,5.5,10.0,2.0,3.25,7.0,1.3,1.0,3.0,1.0,1.0,1.0
980,Mais les pays les plus défavorisés voient leur situation alimentaire se dégrader inexorablement.,46.61,5,18.84,2632.376923076923,283.82,8720.38,0.19,5.85,4119.43,3736.9030769230767,427.5,14662.3,0.27,4.8,5014.53,2316.1292307692306,202.57,8720.38,0.17,4.5,4062.45,6.384615384615385,4.0,14.0,2.0,4.0,9.0,2.3076923076923075,1.0,6.0,1.0,1.0,3.0
981,Je sortis quand j'eus pris mes clés,118.94,0,3.26,4556.268571428571,1102.23,25983.2,64.31,501.195,1870.875,2215.9185714285713,1023.11,10862.77,2.91,338.07500000000005,1473.245,4202.472857142858,374.6,25983.2,15.65,56.855000000000004,1465.075,3.5714285714285716,4.0,6.0,1.0,2.5,4.5,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
982,Mais la musique m'a donné mal à la tête,109.55,0,0.26,5515.734444444443,1209.67,14946.48,69.91,453.95,12190.4,8137.62,923.45,23633.92,14.73,349.46,19209.05,5404.772222222221,453.95,14946.48,69.91,234.66,12190.4,3.2222222222222223,3.0,7.0,1.0,2.0,4.0,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
983,"En général, elle loue une maison à la campagne",94.83,1,4.78,5120.524444444443,4520.53,14946.48,48.08,124.83,7907.85,7678.213333333333,6991.49,23633.92,29.46,236.89,9587.97,5111.052222222223,4520.53,14946.48,6.01,119.61,7907.85,4.111111111111111,4.0,8.0,1.0,2.0,6.0,1.4444444444444444,1.0,3.0,1.0,1.0,2.0
984,Que se passe-t-il?,78.84,1,-0.46,4332.8099999999995,2813.77,13222.93,30.96,1495.49,4100.9,5381.2300000000005,3315.95,15832.09,5.07,1165.27,6587.77,3984.422,2813.77,13222.93,30.95,523.58,3330.88,2.6,2.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
985,Vous allez piloter ce fichu avion et m'amener en Amérique du Sud.,77.06,2,6.95,4338.189166666666,2261.525,13589.7,0.34,26.62,6765.4525,3829.459166666667,1466.485,20879.73,1.08,14.055,4350.91,3620.0258333333327,760.1949999999999,13589.7,0.34,22.2975,5336.745000000001,3.8333333333333335,3.5,8.0,1.0,2.0,5.0,1.5833333333333333,1.0,3.0,1.0,1.0,2.0
986,"Mais utiliser le mot esclave revient à considérer qu'ils sont autre chose que des machines. Leurs capacités de déduction et de connexion sont certes développées, leur force mécanique est puissante, leur précision micrométrique mais les robots restent des machines au service de l'homme.",67.42,8,14.79,6104.670714285714,283.82,32236.5,2.06,40.7425,6055.71,6677.382380952381,522.16,38928.92,0.95,44.5575,10624.93,4252.022857142858,209.195,25220.86,0.53,17.07,5179.05,5.166666666666667,4.5,11.0,1.0,3.0,7.75,1.6428571428571428,1.0,4.0,1.0,1.0,2.0
987,Pourquoi le pacha est admiré de tous ?,82.14,1,4.94,10679.184285714287,2948.75,32236.5,7.28,344.07,19436.81,10839.210000000001,3171.35,38928.92,11.96,182.91,16698.21,8552.365714285714,910.39,25220.86,2.0,331.43,16535.225,4.285714285714286,4.0,8.0,2.0,2.5,5.5,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
988,"Et comme dans ce jeu où les Japonais s'amusent à tremper dans un bol de porcelaine rempli d'eau de petits morceaux de papier jusque-là indistincts qui, à peine y sont-ils plongés s'étirent, se contournent, se colorent, se différencient, deviennent des fleurs, des maisons, des personnages consistants et reconnaissables, de même maintenant toutes les fleurs de notre jardin.",31.39,8,14.52,5219.990847457627,1106.8,32236.5,0.54,46.495000000000005,6055.71,7365.751186440678,1358.65,38928.92,1.55,83.82,10624.93,4601.417118644067,1022.94,25220.86,0.0,20.53,5700.344999999999,4.864406779661017,4.0,15.0,1.0,2.0,6.5,1.4915254237288136,1.0,4.0,1.0,1.0,2.0
989,Ils disaient que c'était grâce à eux que la forêt était si belle.,105.49,0,4.57,6082.0615384615385,3075.07,32236.5,8.21,295.35,5946.15,5727.506153846154,2809.53,23633.92,4.73,504.26,4832.5,3178.4069230769232,1374.43,14946.48,8.21,85.61,3330.88,3.5384615384615383,3.0,8.0,1.0,2.0,5.0,1.2307692307692308,1.0,2.0,1.0,1.0,1.0
990,"Le paradis, je vous le dis.",105.23,1,-1.53,12142.966666666665,13621.23,25983.2,33.23,7857.0375,13652.76,9308.728333333334,7847.635,18310.95,28.04,3838.495,16448.905,11322.904999999999,13621.23,25983.2,33.23,4166.76,13652.76,3.3333333333333335,2.5,7.0,2.0,2.0,3.75,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
991,Regardez-moi ce tas de feuilles !,84.17,1,8.44,5901.384999999999,2436.4849999999997,25220.86,30.1,348.2825,4833.245,7497.466666666666,1437.74,38928.92,83.78,353.0075,2688.3275,5743.265,1968.745,25220.86,16.86,114.4125,4833.245,4.333333333333333,3.0,8.0,2.0,2.25,6.75,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
992,"Les consommateurs occidentaux sont tout prêts à aider directement les producteurs du Sud en achetant ""équitable"", c'est-à-dire en consommant des produits alimentaires ou artisanaux pour lesquels ils ont la garantie qu'une juste rémunération a été versée au producteur.",35.95,10,17.36,5120.6765,672.7850000000001,32236.5,0.22,12.2275,6311.42,5154.62975,156.05,23633.92,0.81,7.735,9205.66,2695.4265,508.13,14946.48,0.05,5.955,4718.445,5.425,4.0,13.0,1.0,2.0,8.25,1.9,1.0,5.0,1.0,1.0,3.0
993,"Dans le langage courant, la liberté renvoie au pouvoir que possède tout homme de n'obéir qu'à lui-même, qu'à sa propre volonté, et d'agir uniquement en fonction de ses désirs, indépendamment de toute contrainte ou de toute pression extérieure",50.67,6,13.24,4661.197692307692,907.69,25220.86,0.55,40.019999999999996,4379.745,6973.833846153845,1398.85,38928.92,1.55,37.635,4773.82,4361.4415384615395,441.79,25220.86,0.55,21.965,3534.315,4.743589743589744,4.0,14.0,1.0,2.0,7.0,1.564102564102564,1.0,5.0,1.0,1.0,2.0
994,Qu'arrive-t-il aux arbres à la fin de l'histoire ?,88.48,1,7.21,6684.267,524.51,25220.86,22.07,79.1175,12964.7975,10004.52,1111.05,38928.92,1.55,55.947500000000005,18364.809999999998,6678.7339999999995,521.495,25220.86,22.07,43.865,12964.7975,2.3,2.0,6.0,1.0,1.25,2.75,1.0,1.0,1.0,1.0,1.0,1.0
995,Or les républicains veulent aussi accomplir des choses.,66.4,2,14.46,2917.6012499999997,1587.975,8720.38,4.19,88.96000000000001,5450.9025,3691.6812499999996,1208.75,14662.3,3.38,111.3,3886.3375000000005,2111.94625,297.105,8720.38,3.67,84.7975,2565.675,5.875,5.5,12.0,2.0,3.0,7.5,1.75,1.0,4.0,1.0,1.0,2.25
996,L'approche fonction de tâche permet alors d'élaborer des lois de commande réalisant correctement la tâche avec de bonnes proprietés de convergence et de stabilité.,50.16,5,16.13,7291.318695652175,172.86,25220.86,0.24,42.845,13927.779999999999,11135.78,184.19,38928.92,0.68,36.93,22256.824999999997,7210.6869565217385,71.25,25220.86,0.24,21.625,13927.779999999999,4.826086956521739,4.0,12.0,1.0,2.0,7.0,1.6956521739130435,1.0,4.0,1.0,1.0,2.0
997,"Le cadre était enchanteur, la nourriture exquise, et on ne pouvait rêver meilleure soirée pour clôturer des vacances idylliques",69.96,3,15.37,6518.952631578948,221.17,32236.5,0.82,29.195,10747.74,6133.886842105263,128.18,23633.92,1.49,36.925000000000004,12233.41,4177.177894736842,94.36,14946.48,0.03,15.89,7832.475,5.631578947368421,5.0,10.0,2.0,2.5,8.0,1.7894736842105263,2.0,3.0,1.0,1.0,2.0
998,"Pour se déplacer, il y a des bus, des vélos et un métro.",98.13,1,0.1,6405.549999999999,6055.71,18559.22,18.17,50.63,12087.62,7716.392307692308,6587.77,20879.73,10.54,46.82,12800.81,5461.9353846153845,6055.71,13222.93,2.64,50.63,7078.55,3.1538461538461537,3.0,8.0,1.0,2.0,4.0,1.3076923076923077,1.0,3.0,1.0,1.0,1.0
999,"La Hongrie, la Slovaquie et la Pologne font appel à la Russie et la Chine.",88.74,1,4.57,11059.571818181817,12909.08,14946.48,0.67,10501.939999999999,14946.48,16776.462727272727,20879.73,23633.92,0.54,12269.02,23633.92,10274.192727272726,12909.08,14946.48,0.67,6192.005,14946.48,2.6363636363636362,2.0,5.0,1.0,2.0,3.0,1.0909090909090908,1.0,2.0,1.0,1.0,1.0
1000,"Il y a aussi quelques arbres fruitiers comme un cerisier, un pommier, un abricotier, . mais aussi des fraisiers : je me régale et je fais le plein de vitamines !",89.75,3,8.0,7134.865172413795,4346.55,25983.2,0.02,21.43,12087.62,7047.7751724137925,3429.32,38928.92,0.41,8.78,12800.81,6452.561724137931,2326.08,25983.2,0.02,21.43,12087.62,4.310344827586207,4.0,10.0,1.0,2.0,6.0,1.4137931034482758,1.0,4.0,1.0,1.0,2.0
1001,J'accepte cette mission à condition que vous me laissiez carte blanche.,92.8,0,12.62,3500.617272727272,1334.1,13589.7,46.73,101.99,4515.17,3104.877272727273,851.55,19209.05,2.91,101.52000000000001,3411.555,3295.1863636363637,96.11,13589.7,2.39,50.115,4130.16,4.7272727272727275,5.0,9.0,1.0,2.5,7.0,1.4545454545454546,1.0,3.0,1.0,1.0,2.0
1002,La fin des obligations professionnelles donne la possibilité de retour au pays d'origine du conjoint non belge.,64.63,4,14.15,4425.041176470587,213.37,25220.86,0.98,25.87,4394.7,6579.618235294118,314.53,38928.92,1.76,20.61,6882.16,4374.819411764706,207.34,25220.86,0.55,16.79,4394.7,5.0588235294117645,3.0,16.0,1.0,2.0,6.0,1.7647058823529411,1.0,5.0,1.0,1.0,2.0
1003,"Oui, nous allons bien.",107.26,0,1.45,5546.504999999999,4492.95,9992.77,3207.35,3962.1724999999997,6077.2825,2473.87,2695.035,3867.84,637.57,2060.7475,3108.1575,3173.365,3710.5649999999996,4772.12,500.21,2530.565,4353.365,4.25,4.0,6.0,3.0,3.75,4.5,1.25,1.0,2.0,1.0,1.0,1.25
1004,"Sur les fenêtres des maisons, des cloches, des étoiles et des traîneaux ont été peints",103.46,0,9.21,6665.1466666666665,6055.71,32236.5,2.37,72.59,7388.045,7487.016666666667,10624.93,20879.73,4.53,181.01,11712.869999999999,3371.8353333333334,1063.32,12909.08,0.1,26.665,6055.71,4.666666666666667,3.0,9.0,2.0,3.0,7.0,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
1005,Nous allons rater cette affaire à moins de baisser nos prix.,92.8,0,7.35,5067.847272727273,524.63,25220.86,63.69,260.19,7382.445,6270.694545454546,718.18,38928.92,22.7,184.325,3361.385,4178.21,500.21,25220.86,12.31,167.025,3337.1949999999997,4.454545454545454,5.0,7.0,1.0,3.5,5.5,1.3636363636363635,1.0,2.0,1.0,1.0,2.0
1006,Je vais chez le dentiste l'après-midi mais je suis libre le soir,99.14,1,6.48,7555.033076923077,2090.54,25983.2,15.4,134.42,13652.76,5238.785384615385,949.12,18310.95,3.92,167.91,10862.77,6888.597692307692,1644.99,25983.2,14.57,110.36,13652.76,3.5384615384615383,4.0,8.0,1.0,2.0,4.0,1.1538461538461537,1.0,2.0,1.0,1.0,1.0
1007,lls la détestaient à cause de ce que sa mère avait fait.,106.5,1,3.12,8304.999090909092,5219.1,25220.86,122.87,981.54,13568.439999999999,10084.533636363636,3732.43,38928.92,62.64,1859.9299999999998,16004.93,6019.813636363636,2751.99,25220.86,0.73,533.855,8704.75,3.727272727272727,3.0,11.0,1.0,2.0,4.5,1.2727272727272727,1.0,3.0,1.0,1.0,1.0
1008,"Plus précisément, la photosynthèse comprend l'utilisation de l'énergie lumineuse pour la réduction du dioxyde de carbone par l'eau, donneur d'hydrogène, avec synthèse de glucides et libération d'oxygène.",32.4,7,19.09,5212.6288888888885,78.26,25220.86,0.25,6.615,5736.625,7834.164444444445,39.46,38928.92,0.0,3.075,6540.2,5180.792222222221,78.26,25220.86,0.25,4.109999999999999,5736.625,4.851851851851852,4.0,13.0,1.0,2.0,8.0,1.7407407407407407,1.0,4.0,1.0,1.0,2.0
1009,"Le frère aîné de Fabrice, le marchesine Ascagne, voulut se mettre des promenades de ces dames ; mais sa tante jetait de l'eau sur ses cheveux poudrés, et avait tous les jours quelque nouvelle niche à lancer à sa gravité.",64.38,3,9.35,5584.969166666666,1249.4,25220.86,0.09,118.7525,9587.884999999998,8017.329722222221,2372.775,38928.92,2.3,170.64249999999998,13266.182499999999,4826.653333333333,821.145,25220.86,0.0,59.192499999999995,6721.8775,4.111111111111111,4.0,10.0,1.0,2.0,6.0,1.3055555555555556,1.0,3.0,1.0,1.0,2.0
1010,Ainsi s'explique l'ambivalence du public occidental pour les robots réels qu'il assimile aux Golem-robots inlassablement repris dans la fiction: une réflexion angoissante portant sur la nature humaine interfère avec l'admiration pour les progrès de la robotique.,23.26,9,18.75,3429.5913513513515,78.26,25220.86,0.1,18.52,4658.59,5115.082972972973,95.88,38928.92,0.0,5.14,6198.24,3414.0554054054055,46.72,25220.86,0.1,6.25,4658.59,5.108108108108108,5.0,14.0,1.0,3.0,7.0,1.8108108108108107,2.0,5.0,1.0,1.0,2.0
1011,Quel est cet animal ?,107.26,0,0.0,8368.655,578.8100000000001,32236.5,80.5,395.0575,8552.407500000001,3982.7374999999997,381.41999999999996,15085.47,82.64,219.66499999999996,4144.4925,5153.049999999999,578.8100000000001,19417.69,36.89,384.15500000000003,5347.705,4.0,3.5,6.0,3.0,3.0,4.5,1.5,1.0,3.0,1.0,1.0,1.5
1012,Parlez-moi de votre maison.,70.46,1,8.7,6673.386,1970.55,25220.86,605.75,1894.09,3675.68,8579.15,1086.01,38928.92,427.91,575.34,1877.57,6296.344,1894.09,25220.86,120.79,570.3,3675.68,4.4,5.0,6.0,2.0,3.0,6.0,1.4,1.0,2.0,1.0,1.0,2.0
1013,"Pour éviter un oubli, vous pouvez consulter le Guide des formalités en ligne sur le site internet, rubrique Formalités en ligne et modifications pour retrouver toutes les informations utiles.",45.09,6,15.33,4067.41275862069,295.17,13652.76,2.69,17.52,7078.55,4893.066896551724,416.22,20879.73,0.0,29.93,8732.57,3787.551379310345,100.9,13652.76,1.69,9.05,7078.55,5.517241379310345,5.0,13.0,2.0,3.0,8.0,1.8620689655172413,1.0,5.0,1.0,1.0,3.0
1014,Il faut admettre avec un égal intérêt ces théories d'art si différentes et juger les oeuvres qu'elles produisent uniquement au point de vue de leur valeur artistique en acceptant a priori les idées générales d'où elles sont nées.,58.03,6,12.02,4775.820270270269,225.32,32236.5,10.0,50.05,5689.68,5674.677027027027,323.58,38928.92,1.55,68.92,8732.57,3576.796216216216,84.42,25220.86,0.95,21.86,3737.75,4.648648648648648,4.0,11.0,1.0,2.0,7.0,1.5945945945945945,1.0,4.0,1.0,1.0,2.0
1015,L'air chauffé par la couche extérieure s'élève à l'intérieur et s'évacue par l'encolure.,61.33,4,13.04,3378.162307692307,78.26,14946.48,11.01,38.31,1753.02,5485.405384615384,29.86,23633.92,3.92,14.53,3727.09,3375.338461538461,78.26,14946.48,1.75,38.31,1753.02,3.0,2.0,10.0,1.0,1.0,3.0,1.2307692307692308,1.0,3.0,1.0,1.0,1.0
1016,"Noël approche, les enfants attendent ce moment avec impatience",72.75,1,15.11,2254.8033333333333,735.59,8720.38,2.98,117.65,3704.89,2664.2799999999997,706.69,14662.3,6.69,196.15,2958.58,2065.2,403.25,8720.38,2.14,36.95,3704.89,5.888888888888889,6.0,10.0,2.0,4.0,8.0,1.8888888888888888,2.0,3.0,1.0,2.0,2.0
1017,"Et bien sûr, c'est également la saison parfaite pour savourer une boisson chaude emmitouflée dans une couverture devant un bon feu de cheminée",58.54,5,12.77,4354.556086956522,233.96,25220.86,0.13,32.07,7493.200000000001,5902.065217391304,412.97,38928.92,4.12,46.790000000000006,8942.025,4311.0234782608695,215.87,25220.86,0.04,20.9,7493.200000000001,5.0,4.0,11.0,1.0,3.0,7.5,1.6956521739130435,1.0,4.0,1.0,1.0,2.0
